time,open,high,low,close,Volume,Histogram,MACD,Signal line
2025-09-11T03:30:00+08:00,113.82,114.17,113.16,113.68,50905,-0.169044809187053,-0.46824199799074506,-0.29919718880369206
2025-09-11T21:30:00+08:00,114.36,131.31,113.4,130.48,1228703,0.8335421679961114,0.7427305211914472,-0.09081164680466416
2025-09-11T22:30:00+08:00,130.45,133.4,127.71,128.79,457349,1.3112246647452341,1.5482191841268786,0.23699451938164443
2025-09-11T23:30:00+08:00,128.83,131.3,127.77,129.63,136828,1.5933364396497112,2.2286650689437835,0.6353286292940722
2025-09-12T00:30:00+08:00,129.74,130.4,128,130.37,104031,1.7280662071018185,2.7954113881713454,1.067345181069527
2025-09-12T01:30:00+08:00,130.35,132.04,129.7,130.37,124697,1.7121933468436055,3.2075868646240338,1.4953935177804283
2025-09-12T02:30:00+08:00,130.38,133.55,129.56,133.55,193967,1.8017954947193175,3.747637886179575,1.9458423914602576
2025-09-12T03:30:00+08:00,133.6,136.49,133.57,133.72,241231,1.7566124171613318,4.1416079129119225,2.3849954957505908
2025-09-12T21:30:00+08:00,134.84,134.9,128.1,129.8,444669,1.3642992230732234,4.09036952459212,2.7260703015188965
2025-09-12T22:30:00+08:00,129.8,133.905,129.8,131.44,225796,1.1266939998003114,4.134437801269286,3.0077438014689744
2025-09-12T23:30:00+08:00,131.31,133.61,125.95,126.14,272500,0.5530498434439908,3.6990561057739626,3.146006262329972
2025-09-13T00:30:00+08:00,126.21,127,124.51,126.62,249120,0.16645995296759475,3.354081203539465,3.1876212505718704
2025-09-13T01:30:00+08:00,126.59,126.92,125.16,125.54,94568,-0.1825572180900661,2.959424727959288,3.141981946049354
2025-09-13T02:30:00+08:00,125.53,126.24,125.195,126.09,106885,-0.3852896028398831,2.6603699424995,3.045659545339383
2025-09-13T03:30:00+08:00,126.1,126.52,124.5,125.28,176190,-0.5716198207823084,2.3311347693614977,2.902754590143806
