交易编号,类型,日期和时间,信号,价格 CNY,大小（数量）,大小（价值）,净损益 CNY,净损益 %,有利波动 CNY,有利波动 %,不利波动 CNY,不利波动 %,累计损益 CNY,累计损益 %
10,多头出场,2024-04-19 13:30,离场信号,27.29,76511,1999997.54,86352.45,4.32,485044.84,24.24,-16102.2,-0.80,-750926.1,-37.55
10,多头进场,2024-03-29 11:30,进场,26.14,76511,1999997.54,86352.45,4.32,485044.84,24.24,-16102.2,-0.80,-750926.1,-37.55
11,多头出场,2024-05-13 13:30,离场信号,28.61,70896,1999976.16,26747.08,1.34,207634.25,10.38,-1508.95,-0.08,-724179,-36.21
11,多头进场,2024-04-24 09:30,进场,28.21,70896,1999976.16,26747.08,1.34,207634.25,10.38,-1508.95,-0.08,-724179,-36.21
12,多头出场,2024-06-25 13:30,离场信号,28.64,69036,1999972.92,-24372.75,-1.22,177312.89,8.86,-101592.55,-5.08,-748551.75,-37.43
12,多头进场,2024-05-17 13:30,进场,28.97,69036,1999972.92,-24372.75,-1.22,177312.89,8.86,-101592.55,-5.08,-748551.75,-37.43
13,多头出场,2024-07-24 13:30,离场信号,27.74,66334,1999970.1,-161400.97,-8.07,21753.57,1.09,-176585.1,-8.83,-909952.75,-45.50
13,多头进场,2024-06-28 09:30,进场,30.15,66334,1999970.1,-161400.97,-8.07,21753.57,1.09,-176585.1,-8.83,-909952.75,-45.50
14,多头出场,2024-08-05 13:30,离场信号,27.44,70871,1999979.62,-56857.25,-2.84,127476.52,6.37,-57496.79,-2.87,-966810,-48.34
14,多头进场,2024-07-29 13:30,进场,28.22,70871,1999979.62,-56857.25,-2.84,127476.52,6.37,-57496.79,-2.87,-966810,-48.34
15,多头出场,2024-09-09 13:30,离场信号,25.15,72332,1999979.8,-182357.66,-9.11,35366.01,1.77,-189586.52,-9.48,-1149167.6,-57.46
15,多头进场,2024-08-12 13:30,进场,27.65,72332,1999979.8,-182357.66,-9.11,35366.01,1.77,-189586.52,-9.48,-1149167.6,-57.46
16,多头出场,2024-10-30 13:30,离场信号,32.07,78616,1999991.04,519415.6,25.96,954384.4,47.70,-66051.27,-3.30,-629752.06,-31.49
16,多头进场,2024-09-11 13:30,进场,25.44,78616,1999991.04,519415.6,25.96,954384.4,47.70,-66051.27,-3.30,-629752.06,-31.49
17,多头出场,2024-11-15 13:30,离场信号,32.43,61143,1999987.53,-18713.18,-0.94,251109.17,12.55,-22811.47,-1.14,-648465.25,-32.42
17,多头进场,2024-11-05 11:30,进场,32.71,61143,1999987.53,-18713.18,-0.94,251109.17,12.55,-22811.47,-1.14,-648465.25,-32.42
18,多头出场,2024-12-23 13:30,离场信号,31.67,59171,1999979.8,-127583.8,-6.38,50678.78,2.53,-230383.47,-11.51,-776049.06,-38.80
18,多头进场,2024-11-20 13:30,进场,33.8,59171,1999979.8,-127583.8,-6.38,50678.78,2.53,-230383.47,-11.51,-776049.06,-38.80
19,多头出场,2025-03-13 13:30,离场信号,29.71,72280,1999987.6,145792.23,7.29,276032.4,13.80,-92595.59,-4.63,-630256.8,-31.51
19,多头进场,2025-01-07 13:30,进场,27.67,72280,1999987.6,145792.23,7.29,276032.4,13.80,-92595.59,-4.63,-630256.8,-31.51
20,多头出场,2025-05-23 13:30,离场信号,27.84,66269,1999998.42,-156607.44,-7.83,20406.08,1.02,-391787.1,-19.58,-786864.25,-39.34
20,多头进场,2025-03-17 11:30,进场,30.18,66269,1999998.42,-156607.44,-7.83,20406.08,1.02,-391787.1,-19.58,-786864.25,-39.34
21,多头出场,2025-06-13 13:30,离场信号,27.79,70947,1999995.93,-29967.44,-1.50,60214.42,3.01,-47625.02,-2.38,-816831.7,-40.84
21,多头进场,2025-05-28 09:30,进场,28.19,70947,1999995.93,-29967.44,-1.50,60214.42,3.01,-47625.02,-2.38,-816831.7,-40.84
22,多头出场,2025-07-31 13:30,离场信号,29.67,71403,1999998.03,116881.57,5.84,206268.7,10.31,-23648.96,-1.18,-699950.1,-35.00
22,多头进场,2025-06-20 09:30,进场,28.01,71403,1999998.03,116881.57,5.84,206268.7,10.31,-23648.96,-1.18,-699950.1,-35.00
23,多头出场,2025-09-02 13:30,离场信号,40.55,65703,1999999.32,662391.6,33.11,1028109,51.38,-7370.3,-0.37,-37558.48,-1.88
23,多头进场,2025-08-05 09:30,进场,30.44,65703,1999999.32,662391.6,33.11,1028109,51.38,-7370.3,-0.37,-37558.48,-1.88
24,多头出场,2025-10-10 13:30,离场信号,42.93,49862,1999964.82,138954.62,6.95,327790.6,16.38,-27725.47,-1.39,101396.14,5.07
24,多头进场,2025-09-11 09:30,进场,40.11,49862,1999964.82,138954.62,6.95,327790.6,16.38,-27725.47,-1.39,101396.14,5.07
25,多头出场,2025-11-12 13:30,离场信号,43.48,50403,1999991.04,189854.8,9.49,627725.44,31.37,-101101.97,-5.05,291250.94,14.56
25,多头进场,2025-10-22 11:30,进场,39.68,50403,1999991.04,189854.8,9.49,627725.44,31.37,-101101.97,-5.05,291250.94,14.56
26,多头出场,2026-01-29 13:30,离场信号,45.95,45433,1999960.66,86050.65,4.30,323591.62,16.17,-242503.55,-12.12,377301.6,18.87
26,多头进场,2025-11-19 11:30,进场,44.02,45433,1999960.66,86050.65,4.30,323591.62,16.17,-242503.55,-12.12,377301.6,18.87
27,多头出场,2026-03-05 13:30,离场信号,45.45,46915,1999986.45,130647.39,6.53,390471.1,19.52,-29887.29,-1.49,507948.97,25.40
27,多头进场,2026-02-06 11:30,进场,42.63,46915,1999986.45,130647.39,6.53,390471.1,19.52,-29887.29,-1.49,507948.97,25.40
28,多头出场,2026-06-22 13:30,开盘价,389.99,44052,1999960.8,15172207,758.32,15590524,779.23,-228548.83,-11.42,15679356,783.97
28,多头进场,2026-03-11 13:30,进场,45.4,44052,1999960.8,15172207,758.32,15590524,779.23,-228548.83,-11.42,15679356,783.97
